CountryName,CountryCode,RegionName,RegionCode,Jurisdiction,Date,C1M_School closing,C1M_Flag,C2M_Workplace closing,C2M_Flag,C3M_Cancel public events,C3M_Flag,C4M_Restrictions on gatherings,C4M_Flag,C5M_Close public transport,C5M_Flag,C6M_Stay at home requirements,C6M_Flag,C7M_Restrictions on internal movement,C7M_Flag,C8EV_International travel controls,E1_Income support,E1_Flag,E2_Debt/contract relief,E3_Fiscal measures,E4_International support,H1_Public information campaigns,H1_Flag,H2_Testing policy,H3_Contact tracing,H4_Emergency investment in healthcare,H5_Investment in vaccines,H6M_Facial Coverings,H6M_Flag,H7_Vaccination policy,H7_Flag,H8M_Protection of elderly people,H8M_Flag,V1_Vaccine Prioritisation (summary),V2A_Vaccine Availability (summary),V2B_Vaccine age eligibility/availability age floor (general population summary),V2C_Vaccine age eligibility/availability age floor (at risk summary),V2D_Medically/ clinically vulnerable (Non-elderly),V2E_Education,V2F_Frontline workers  (non healthcare),V2G_Frontline workers  (healthcare),V3_Vaccine Financial Support (summary),V4_Mandatory Vaccination (summary),ConfirmedCases,ConfirmedDeaths,MajorityVaccinated,PopulationVaccinated,StringencyIndex_Average,GovernmentResponseIndex_Average,ContainmentHealthIndex_Average,EconomicSupportIndex
Czech Republic,CZE,,,NAT_TOTAL,20221231,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,,2,1,2,0,,0,0,,5,1,0,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,4579875,42131,V,65.67,11.11,16.67,19.05,0
Germany,DEU,,,NAT_TOTAL,20221231,0,,0,,0,,0,,0,,0,,0,,0,2,1,2,,,2,1,3,2,,0,2,1,5,1,2,1,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,1,37369866,161465,V,76.23,11.11,44.79,36.9,100
Djibouti,DJI,,,NAT_TOTAL,20221231,0,,0,,0,,0,,0,,0,,0,,1,0,,0,,,0,,3,0,,0,2,1,5,1,0,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,15690,189,NV,26.5,2.78,17.19,19.64,0
Dominica,DMA,,,NAT_TOTAL,20221231,1,1,1,1,1,1,0,,0,,0,,0,,0,0,,0,,,2,1,2,2,,0,2,1,5,1,1,1,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,15760,74,NV,42.14,24.07,35.42,40.48,0
Denmark,DNK,,,NAT_TOTAL,20221231,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,,2,1,3,0,,0,0,,5,1,0,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,3385836,7758,V,80.5,11.11,18.75,21.43,0
Dominican Republic,DOM,,,NAT_TOTAL,20221231,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,,1,1,3,0,,0,0,,5,1,0,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,655540,4384,V,54.07,5.56,15.62,17.86,0
Algeria,DZA,,,NAT_TOTAL,20221231,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,,2,1,3,0,,0,3,1,5,1,0,,2,2,16-19 yrs,16-19 yrs,2,2,2,2,5,0,271228,6881,NV,14.43,11.11,23.44,26.79,0
Ecuador,ECU,,,NAT_TOTAL,20221231,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,,2,1,3,2,,0,2,1,5,1,0,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,1,1040463,35940,V,78.97,11.11,28.12,32.14,0
Egypt,EGY,,,NAT_TOTAL,20221231,0,,2,1,0,,0,,0,,0,,0,,0,1,1,1,,,1,1,3,1,,0,3,1,5,1,0,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,515645,24801,NV,36.12,10.29,32.35,29.83,50
Eritrea,ERI,,,NAT_TOTAL,20221231,1,1,1,1,1,1,4,1,1,1,2,1,0,,1,0,,0,,,2,1,2,0,,0,4,1,0,,0,,0,0,,,,,,,0,0,10189,103,,,52.32,39.84,45.53,0
Spain,ESP,,,NAT_TOTAL,20221231,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,,1,1,2,1,,0,2,1,5,1,1,1,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,13684258,117095,V,85.62,5.56,21.88,25,0
Estonia,EST,,,NAT_TOTAL,20221231,0,,0,,0,,0,,0,,0,,0,,0,2,1,1,,,2,1,3,0,,0,1,1,5,1,1,1,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,611891,2854,V,64.92,11.11,31.77,25.6,75
Ethiopia,ETH,,,NAT_TOTAL,20221231,0,,0,,0,,3,1,0,,0,,0,,1,0,,0,,,2,1,3,0,,0,3,1,5,1,1,1,2,2,16-19 yrs,16-19 yrs,2,2,2,2,5,0,498001,7572,NV,29.75,22.22,31.77,36.31,0
Finland,FIN,,,NAT_TOTAL,20221231,0,,0,,0,,0,,0,,0,,0,,0,1,1,1,,,2,1,3,2,,0,1,1,5,1,2,1,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,1,1438205,7933,V,78.46,11.11,36.98,35.12,50
Fiji,FJI,,,NAT_TOTAL,20221231,0,,1,1,1,1,0,,0,,0,,0,,1,1,1,1,,,2,1,3,1,,0,2,1,5,1,1,1,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,1,68702,881,V,68.89,25.74,41.56,40.36,50
France,FRA,,,NAT_TOTAL,20221231,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,,2,1,3,0,,0,1,1,5,1,1,1,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,1,38266999,158385,V,78.38,11.11,22.4,25.6,0
Faeroe Islands,FRO,,,NAT_TOTAL,20221231,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,,2,1,1,0,,0,0,,5,1,0,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,34658,28,V,76.99,11.11,14.58,16.67,0
Gabon,GAB,,,NAT_TOTAL,20221231,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,,2,1,3,0,,0,2,1,5,1,0,,2,2,16-19 yrs,16-19 yrs,2,2,2,2,5,0,48980,306,NV,10.77,11.11,21.88,25,0
United Kingdom,GBR,,,NAT_TOTAL,20221231,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,,1,1,1,0,,0,1,0,5,1,0,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,24135080,216306,V,75.19,5.56,12.24,13.99,0
Georgia,GEO,,,NAT_TOTAL,20221231,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,,1,1,2,1,,0,2,1,5,1,0,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,1808820,16897,NV,34.08,5.56,19.79,22.62,0
Ghana,GHA,,,NAT_TOTAL,20221231,0,,2,1,2,1,0,,0,,0,,0,,1,0,,0,,,2,1,3,0,,0,1,1,5,1,0,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,1,171048,1461,NV,27.43,33.38,32.84,37.53,0
Guinea,GIN,,,NAT_TOTAL,20221231,0,,2,1,2,1,0,,0,,0,,2,0,1,0,,0,,,0,,3,0,,0,2,1,5,1,0,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,38210,466,NV,23.77,25.45,29.94,34.21,0
Gambia,GMB,,,NAT_TOTAL,20221231,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,,2,1,3,0,,0,3,1,5,1,0,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,12586,372,NV,16.79,11.11,23.44,26.79,0
Greece,GRC,,,NAT_TOTAL,20221231,0,,0,,0,,0,,0,,0,,0,,0,2,1,2,,,2,1,3,0,,0,2,1,5,1,1,1,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,1,5548487,34779,V,73.6,11.11,36.46,27.38,100
Greenland,GRL,,,NAT_TOTAL,20221231,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,,2,1,1,0,,0,1,1,5,1,1,1,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,11971,21,V,68.17,11.11,18.23,20.83,0
Guatemala,GTM,,,NAT_TOTAL,20221231,2,1,0,,1,1,3,0,1,1,0,,0,,0,0,,0,,,2,1,3,0,,0,2,1,5,1,0,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,1204132,20001,NV,39.38,36.57,36.2,41.37,0
Guam,GUM,,,NAT_TOTAL,20221231,0,,0,,0,,0,,0,,0,,0,,1,0,,0,,,2,1,3,1,,0,2,1,5,1,0,,2,3,0-4 yrs,0-4 yrs,2,2,2,2,5,0,60020,411,V,85.38,15.11,27.25,31.14,0
Guyana,GUY,,,NAT_TOTAL,20221231,1,1,1,1,0,,0,,0,,0,,0,,0,0,,1,,,2,1,2,1,,0,1,1,5,1,0,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,72163,1286,NV,47,18.52,28.65,29.17,25
Hong Kong,HKG,,,NAT_TOTAL,20221231,0,,0,,0,,0,,0,,0,,0,,0,1,1,2,,,2,1,3,2,,0,2,1,5,1,3,1,2,3,0-4 yrs,0-4 yrs,2,2,2,2,5,0,2625633,11807,V,90.64,11.11,43.75,39.29,75
Honduras,HND,,,NAT_TOTAL,20221231,0,,1,1,1,1,0,,0,,0,,0,,1,1,1,2,,,2,1,3,1,,0,3,1,5,1,1,1,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,465915,11071,V,55.19,23.15,44.79,40.48,75
Croatia,HRV,,,NAT_TOTAL,20221231,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,,2,1,3,0,,0,2,1,5,1,1,1,2,3,0-4 yrs,0-4 yrs,2,2,2,2,5,0,1263901,17596,V,55.84,11.11,23.96,27.38,0
Haiti,HTI,,,NAT_TOTAL,20221231,0,,1,1,1,1,3,1,0,,0,,0,,1,0,,0,,,2,1,3,1,,0,2,1,3,1,0,,1,1,50-54 yrs,50-54 yrs,1,0,0,1,5,0,33893,860,NV,2.05,31.48,33.96,38.81,0
Hungary,HUN,,,NAT_TOTAL,20221231,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,,2,1,2,0,,0,2,1,5,1,0,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,1,2185816,48495,V,62.28,11.11,19.79,22.62,0
Indonesia,IDN,,,NAT_TOTAL,20221231,0,,0,,0,,0,,0,,0,,0,,1,2,1,2,,,2,1,3,2,,0,1,1,5,1,1,1,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,1,6719815,160612,V,62.63,14.93,43.29,35.19,100
India,IND,,,NAT_TOTAL,20221231,0,,1,1,0,,0,,0,,2,0,2,0,0,0,,0,,,2,1,3,1,,0,3,0,5,1,0,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,1,44679873,530705,V,67.12,28.7,35.68,40.77,0
Ireland,IRL,,,NAT_TOTAL,20221231,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,,1,1,1,0,,0,1,1,5,1,0,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,1687668,8293,V,80.84,5.56,13.02,14.88,0
Iran,IRN,,,NAT_TOTAL,20221231,1,1,2,0,2,0,4,0,0,,0,,2,0,1,0,,0,,,2,1,3,0,,0,2,1,5,1,0,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,1,7561140,144685,V,66.08,53.94,45.96,52.53,0
Iraq,IRQ,,,NAT_TOTAL,20221231,0,,0,,2,1,1,1,0,,0,,0,,1,0,,0,,,0,,3,0,,0,0,,5,1,0,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,1,2465107,25373,NV,17.85,16.67,21.88,25,0
Iceland,ISL,,,NAT_TOTAL,20221231,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,,1,1,2,0,,0,0,,5,1,0,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,207974,229,V,77.82,5.56,13.54,15.48,0
Israel,ISR,,,NAT_TOTAL,20221231,1,1,0,,0,,0,,0,,0,,0,,0,2,1,1,,,2,1,2,2,,0,2,1,5,1,2,1,2,3,0-4 yrs,0-4 yrs,2,2,2,2,5,0,4763676,12037,V,65.18,14.81,41.67,36.9,75
Italy,ITA,,,NAT_TOTAL,20221231,0,,1,1,0,,0,,0,,1,1,0,,1,1,1,0,,,2,1,3,2,,0,2,1,5,1,2,1,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,1,25143705,184642,V,81.24,21.99,41.54,43.9,25
Jamaica,JAM,,,NAT_TOTAL,20221231,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,,2,1,1,0,,0,0,,5,1,1,1,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,152758,3461,NV,26.3,11.11,16.67,19.05,0
Jordan,JOR,,,NAT_TOTAL,20221231,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,,0,,3,0,,0,2,1,5,1,0,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,1746997,14122,NV,40.39,0,15.62,17.86,0
Japan,JPN,,,NAT_TOTAL,20221231,1,1,1,1,1,1,1,1,0,,1,1,1,1,1,0,,2,,,1,1,1,1,,0,1,1,5,1,2,0,2,3,0-4 yrs,0-4 yrs,2,2,2,2,5,0,29234677,57274,V,83.22,33.33,41.15,39.88,50
Kazakhstan,KAZ,,,NAT_TOTAL,20221231,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,,1,1,2,0,,0,2,1,5,1,0,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,1,1488306,19057,V,54.72,5.56,16.67,19.05,0
Kenya,KEN,,,NAT_TOTAL,20221231,0,,0,,2,1,0,,0,,0,,0,,1,0,,0,,,2,1,0,0,,,3,1,5,1,0,,2,1,5-15 yrs,5-15 yrs,1,0,0,0,5,0,342499,5688,NV,20.05,22.77,23.75,27.14,0
Kyrgyz Republic,KGZ,,,NAT_TOTAL,20221231,0,,0,,0,,0,,0,,0,,0,,0,1,1,2,,,2,1,3,1,,0,2,1,5,1,0,,2,2,16-19 yrs,16-19 yrs,2,2,2,2,5,0,206557,2991,NV,20.53,11.11,34.38,28.57,75
Cambodia,KHM,,,NAT_TOTAL,20221231,0,,0,,0,,0,,0,,0,,0,,0,1,0,0,,,1,1,0,0,,0,2,1,5,1,0,,2,1,0-4 yrs,0-4 yrs,1,1,1,1,5,1,138584,3056,V,87.11,5.56,14.06,14.29,12.5
Kiribati,KIR,,,NAT_TOTAL,20221231,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,,0,,2,2,,0,0,,5,1,0,,2,2,16-19 yrs,16-19 yrs,2,2,2,2,5,0,3430,13,V,56.3,0,16.67,19.05,0
South Korea,KOR,,,NAT_TOTAL,20221231,0,,0,,0,,0,,0,,0,,0,,0,1,1,1,,,2,1,3,2,,0,2,1,5,1,1,1,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,29116800,32219,V,85.6,11.11,36.46,34.52,50
Kuwait,KWT,,,NAT_TOTAL,20221231,0,,0,,0,,0,,0,,0,,0,,0,1,0,1,,,1,1,3,0,,0,0,,5,1,0,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,662747,2570,V,78.32,5.56,20.31,17.86,37.5
Laos,LAO,,,NAT_TOTAL,20221231,1,1,1,1,1,0,0,,0,,0,,0,,1,2,1,1,,,2,1,3,2,,0,3,1,5,1,0,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,1,217797,758,V,69.36,28.61,48.91,45.18,75
Lebanon,LBN,,,NAT_TOTAL,20221231,0,,0,,0,,0,,1,1,0,,0,,0,0,,0,,,2,1,3,2,,0,2,1,5,1,0,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,1222515,10746,NV,43.98,16.67,31.25,35.71,0
Liberia,LBR,,,NAT_TOTAL,20221231,1,1,1,1,1,1,0,,0,,0,,0,,1,0,,0,,,2,1,3,2,,0,3,1,5,1,0,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,1,8043,294,V,70.36,33.16,42.09,48.11,0
Libya,LBY,,,NAT_TOTAL,20221231,0,,0,,0,,0,,0,,0,,0,,1,0,,0,,,2,1,0,1,,0,0,,5,1,0,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,1,507142,6437,NV,18.05,13.89,17.19,19.64,0
Liechtenstein,LIE,,,NAT_TOTAL,20221231,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,,2,1,3,0,,0,0,,5,1,1,1,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,21276,88,NV,0,11.11,20.83,23.81,0
Sri Lanka,LKA,,,NAT_TOTAL,20221231,0,,1,1,1,1,1,1,0,,0,,0,,0,0,,0,,,2,1,1,2,,0,1,1,5,1,0,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,671891,16817,V,67.57,23.15,29.17,33.33,0
Lesotho,LSO,,,NAT_TOTAL,20221231,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,,2,1,3,0,,0,1,1,5,1,0,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,34490,706,NV,40.16,11.11,20.31,23.21,0
Lithuania,LTU,,,NAT_TOTAL,20221231,0,,0,,0,,0,,0,,0,,0,,0,2,1,2,,,2,1,1,0,,0,1,1,5,1,0,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,1288374,9481,V,68.36,11.11,28.65,18.45,100
Luxembourg,LUX,,,NAT_TOTAL,20221231,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,,2,1,3,2,,0,2,1,5,1,0,,2,3,0-4 yrs,0-4 yrs,2,2,2,2,5,0,311746,1178,NV,5.85,11.11,28.12,32.14,0
Latvia,LVA,,,NAT_TOTAL,20221231,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,,0,,1,0,,0,2,1,5,1,0,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,973830,6161,V,70.57,0,11.46,13.1,0
Macao,MAC,,,NAT_TOTAL,20221231,2,1,1,1,1,1,2,1,0,,0,,0,,1,1,1,2,,,2,1,3,0,,0,2,1,5,1,2,1,2,3,0-4 yrs,0-4 yrs,2,2,2,2,5,0,2501,45,V,91.87,36.11,49.48,45.83,75
Morocco,MAR,,,NAT_TOTAL,20221231,0,,1,1,0,,0,,0,,0,,0,,0,0,,0,,,2,1,3,0,,0,3,1,5,1,0,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,1271595,16294,V,62.78,24.46,30.95,35.37,0
Monaco,MCO,,,NAT_TOTAL,20221231,0,,0,,0,,0,,0,,0,,0,,0,1,1,0,,,2,1,3,0,,0,2,1,5,1,2,1,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,1,15948,65,V,70.34,13.31,30.4,31.17,25
Moldova,MDA,,,NAT_TOTAL,20221231,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,,1,1,3,0,,,1,1,5,1,0,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,596550,11933,NV,32.81,5.56,17.19,19.64,0
Madagascar,MDG,,,NAT_TOTAL,20221231,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,,0,,1,0,,0,1,1,5,1,0,,2,2,16-19 yrs,16-19 yrs,2,2,2,2,5,0,67735,1416,NV,6.84,0,9.9,11.31,0
Mexico,MEX,,,NAT_TOTAL,20221231,0,,0,,0,,0,,0,,0,,0,,1,0,,0,,,2,1,1,2,,0,2,1,5,1,1,1,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,7234467,331099,V,64.19,13.89,27.6,31.55,0
Mali,MLI,,,NAT_TOTAL,20221231,0,,0,,2,1,0,,0,,0,,0,,1,2,0,2,,,2,1,3,2,,0,0,,5,1,0,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,32770,743,NV,11.83,23.69,43.01,36.66,87.5
Malta,MLT,,,NAT_TOTAL,20221231,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,,2,1,3,0,,,2,1,5,1,1,1,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,116384,815,V,88.38,11.11,23.96,27.38,0
Myanmar,MMR,,,NAT_TOTAL,20221231,1,1,0,,0,,0,,1,1,2,0,2,0,1,0,,0,,,2,1,3,2,,0,3,1,5,1,0,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,633683,19490,V,50.84,37.04,44.27,50.6,0
Mongolia,MNG,,,NAT_TOTAL,20221231,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,,2,1,3,0,,0,1,1,5,1,0,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,1007266,2136,V,64.02,11.11,20.31,23.21,0
Mozambique,MOZ,,,NAT_TOTAL,20221231,0,,1,1,0,,0,,0,,0,,0,,1,0,,0,,,1,1,1,0,,0,2,1,5,1,0,,2,2,16-19 yrs,16-19 yrs,2,2,2,2,5,0,230970,2230,V,55.96,12.04,18.23,20.83,0
Mauritania,MRT,,,NAT_TOTAL,20221231,0,,0,,0,,0,,0,,0,,0,,1,0,,0,,,1,1,3,0,,0,1,1,5,1,0,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,63425,997,NV,32.46,8.33,18.75,21.43,0
Mauritius,MUS,,,NAT_TOTAL,20221231,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,,1,1,3,0,,0,2,1,5,1,1,1,2,1,5-15 yrs,5-15 yrs,1,0,0,0,5,0,289980,1041,V,83.74,5.56,20.83,23.81,0
Malawi,MWI,,,NAT_TOTAL,20221231,0,,1,1,0,,0,,0,,0,,0,,1,0,,0,,,2,1,3,0,,0,3,1,5,1,0,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,1,88220,2685,NV,15.16,17.59,27.08,30.95,0
Malaysia,MYS,,,NAT_TOTAL,20221231,0,,0,,0,,0,,0,,0,,0,,1,1,1,2,,,2,1,3,1,,0,1,1,5,1,0,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,1,5026677,36853,V,81.14,13.89,34.38,28.57,75
Namibia,NAM,,,NAT_TOTAL,20221231,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,,1,1,3,0,,0,0,,5,1,0,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,170295,4082,NV,20.49,5.56,15.62,17.86,0
Niger,NER,,,NAT_TOTAL,20221231,0,,0,,0,,0,,0,,0,,0,,1,0,,0,,,1,1,1,0,,0,2,1,5,1,0,,2,2,16-19 yrs,16-19 yrs,2,2,2,2,5,0,9473,314,NV,20.25,10.55,17.39,19.88,0
Nigeria,NGA,,,NAT_TOTAL,20221231,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,,2,1,2,0,,0,0,,5,1,1,1,2,2,16-19 yrs,16-19 yrs,2,2,2,2,5,1,266381,3155,NV,27.39,11.11,18.75,21.43,0
Nicaragua,NIC,,,NAT_TOTAL,20221231,0,,0,,0,,0,,0,,0,,0,,1,0,,0,,,2,1,3,0,,0,0,,5,1,0,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,15365,245,V,85.36,13.89,20.31,23.21,0
Netherlands,NLD,,,NAT_TOTAL,20221231,0,,0,,0,,0,,0,,0,,0,,0,2,1,0,,,2,1,3,2,,0,0,,5,1,2,1,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,8569095,22990,V,68.08,11.11,35.42,33.33,50
Norway,NOR,,,NAT_TOTAL,20221231,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,,2,1,3,0,,0,1,1,5,1,0,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,1475077,4670,V,74.61,11.11,20.31,23.21,0
Nepal,NPL,,,NAT_TOTAL,20221231,0,,1,1,1,1,2,1,0,,0,,0,,1,1,1,2,,,2,1,3,0,,0,4,1,5,1,0,,2,1,5-15 yrs,5-15 yrs,1,0,0,0,5,0,1001000,12019,V,78.75,32.44,46.37,42.28,75
New Zealand,NZL,,,NAT_TOTAL,20221231,0,,0,,0,,0,,0,,0,,0,,0,1,1,0,,,2,1,3,0,,0,2,1,5,1,0,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,2094354,2331,V,79.81,11.11,25,25,25
Oman,OMN,,,NAT_TOTAL,20221231,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,,2,1,3,0,,0,0,,5,1,0,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,1,0,399154,4628,V,66.62,11.11,18.75,21.43,0
Pakistan,PAK,,,NAT_TOTAL,20221231,0,,0,,0,,0,,0,,0,,0,,1,1,1,2,,,2,1,3,1,,0,2,1,5,1,1,1,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,1575772,30636,V,55.71,40.54,53.02,49.88,75
Panama,PAN,,,NAT_TOTAL,20221231,1,1,0,,1,1,0,,0,,0,,0,,0,0,,0,,,2,1,3,1,,0,2,1,5,1,0,,2,3,0-4 yrs,0-4 yrs,2,2,2,2,5,0,1023778,8567,V,71.75,20.37,30.21,34.52,0
Peru,PER,,,NAT_TOTAL,20221231,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,,2,1,3,0,,0,1,1,5,1,1,1,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,4458643,218232,V,83.54,11.11,22.4,25.6,0
Philippines,PHL,,,NAT_TOTAL,20221231,0,,1,0,1,0,0,,1,1,0,,0,,1,0,,0,,,2,1,3,2,,0,2,1,5,1,0,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,4064443,65385,V,63.97,25.41,36.17,41.34,0
Papua New Guinea,PNG,,,NAT_TOTAL,20221231,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,,1,1,2,1,,0,2,1,5,1,0,,2,2,16-19 yrs,16-19 yrs,2,2,2,2,5,0,46663,669,NV,3,5.56,19.79,22.62,0
Poland,POL,,,NAT_TOTAL,20221231,1,1,0,,0,,0,,0,,0,,0,,0,0,,0,,,1,1,1,0,,0,2,1,5,1,0,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,1,6368479,118533,V,56.76,9.26,16.67,19.05,0
Puerto Rico,PRI,,,NAT_TOTAL,20221231,0,,0,,0,,0,,0,,0,,0,,1,0,,0,,,2,1,3,2,,0,3,1,5,1,1,1,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,1054239,5541,V,77.99,15.72,34.36,39.28,0
Portugal,PRT,,,NAT_TOTAL,20221231,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,,2,1,3,0,,0,0,,5,1,1,1,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,5554058,25714,V,86.62,11.11,20.83,23.81,0
Paraguay,PRY,,,NAT_TOTAL,20221231,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,,2,1,3,1,,0,2,1,5,1,0,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,792215,19688,V,52.06,11.11,25,28.57,0
Palestine,PSE,,,NAT_TOTAL,20221231,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,,1,1,3,1,,0,1,1,5,1,0,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,1,703228,5708,NV,33.85,5.56,20.31,23.21,0
Qatar,QAT,,,NAT_TOTAL,20221231,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,,2,1,3,1,,0,2,1,5,1,0,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,489428,685,V,105.75,11.11,25,28.57,0
Kosovo,RKS,,,NAT_TOTAL,20221231,2,1,2,1,2,1,0,,0,,0,,0,,0,0,,0,,,2,1,2,0,,0,1,1,5,1,0,,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,1,272283,3202,NV,46.29,25.04,26.06,29.78,0
